,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Spending_Score_encoded
391,460275,female,No,46,Yes,Artist,6.0,Low,1.0,0.0
392,460276,female,Yes,41,Yes,Artist,3.0,Low,2.0,0.0
393,460281,female,No,30,Yes,Doctor,10.0,Low,5.0,0.0
394,460283,male,Yes,43,Yes,Doctor,12.0,Low,2.0,0.0
395,460284,female,No,29,Yes,Entertainment,9.0,Low,2.0,0.0
396,460287,male,Yes,48,Yes,Artist,1.0,Low,1.0,0.0
397,460289,female,Yes,61,Yes,Artist,4.0,Average,6.0,1.0
398,460298,female,No,51,Yes,Lawyer,2.0,Low,1.0,0.0
399,460303,female,No,38,Yes,Artist,2.0,Low,1.0,0.0
400,460305,female,No,49,Yes,Entertainment,0.0,High,1.0,2.0
401,460306,female,No,43,Yes,Healthcare,9.0,Low,1.0,0.0
402,460310,male,No,27,No,Healthcare,14.0,Low,4.0,0.0
403,460315,female,No,35,Yes,Doctor,14.0,Low,6.0,0.0
404,460319,female,Yes,39,Yes,Doctor,4.0,Average,2.0,1.0
405,460322,female,Yes,52,No,Engineer,9.0,Low,4.0,0.0
406,460323,female,No,38,Yes,Engineer,10.0,Low,1.0,0.0
407,460324,female,No,30,Yes,Entertainment,12.0,Low,2.0,0.0
408,460327,female,No,43,Yes,Artist,10.0,Low,1.0,0.0
409,460333,female,No,42,No,Entertainment,10.0,Low,4.0,0.0
410,460336,female,No,46,Yes,Artist,2.0,Low,1.0,0.0
411,460340,female,No,47,Yes,Artist,11.0,Low,2.0,0.0
412,460341,female,No,32,No,Entertainment,13.0,Low,5.0,0.0
413,460344,female,Yes,53,Yes,Artist,11.0,Average,2.0,1.0
414,460346,female,Yes,43,Yes,Artist,12.0,Average,3.0,1.0
415,460348,female,No,39,Yes,Artist,0.0,Low,2.0,0.0
416,460349,male,No,42,Yes,Artist,3.0,Average,2.0,1.0
417,460354,female,No,37,Yes,Artist,3.0,Low,1.0,0.0
418,460356,male,No,19,No,Healthcare,0.0,Low,4.0,0.0
419,460358,male,No,30,No,Marketing,1.0,Low,1.0,0.0
420,460361,female,Yes,49,Yes,Artist,0.0,Low,1.0,0.0
421,460362,male,Yes,55,Yes,Healthcare,0.0,Low,3.0,0.0
422,460365,female,Yes,59,Yes,Doctor,1.0,Low,2.0,0.0
423,460369,female,Yes,46,Yes,Artist,2.0,Low,2.0,0.0
424,460370,female,Yes,27,Yes,Executive,9.0,High,2.0,2.0
425,460371,female,No,25,Yes,Artist,1.0,Low,2.0,0.0
426,460378,female,No,37,Yes,Doctor,1.0,Low,1.0,0.0
427,460379,male,No,38,Yes,Artist,9.0,Low,3.0,0.0
428,460380,male,No,29,Yes,Entertainment,9.0,Low,3.0,0.0
429,460381,male,No,28,Yes,Artist,11.0,Low,2.0,0.0
430,460384,female,Yes,27,Yes,Marketing,8.0,Low,2.0,0.0
431,460387,female,No,42,No,Entertainment,3.0,Low,2.0,0.0
432,460388,female,No,43,Yes,Artist,14.0,Low,2.0,0.0
433,460389,female,Yes,40,Yes,Healthcare,8.0,Average,2.0,1.0
434,460390,male,No,41,Yes,Artist,9.0,Low,3.0,0.0
435,460392,male,Yes,46,No,Entertainment,8.0,Low,1.0,0.0
436,460394,female,No,32,Yes,Healthcare,9.0,Low,3.0,0.0
437,460397,female,No,56,Yes,Entertainment,1.0,Low,1.0,0.0
438,460399,male,No,28,Yes,Marketing,12.0,Low,1.0,0.0
439,460401,female,No,25,Yes,Artist,0.0,Low,3.0,0.0
440,460404,male,Yes,42,Yes,Artist,6.0,Low,7.0,0.0
441,460405,female,No,41,Yes,Entertainment,5.0,Low,2.0,0.0
442,460406,male,Yes,36,Yes,Healthcare,3.0,Low,2.0,0.0
443,460408,female,No,42,Yes,Artist,2.0,Low,1.0,0.0
444,460409,female,No,42,Yes,Artist,8.0,Low,4.0,0.0
445,460415,female,No,55,Yes,Entertainment,1.0,Low,2.0,0.0
446,460422,male,Yes,52,Yes,Entertainment,1.0,High,4.0,2.0
447,460431,female,No,47,Yes,Engineer,1.0,Low,1.0,0.0
448,460434,male,No,57,Yes,Artist,2.0,High,3.0,2.0
449,460437,female,No,26,Yes,Artist,8.0,Low,1.0,0.0
450,460440,female,No,28,No,Artist,5.0,Low,2.0,0.0
451,460443,female,No,37,Yes,Doctor,0.0,Low,1.0,0.0
452,460447,male,No,89,Yes,Lawyer,0.0,Low,1.0,0.0
453,460449,male,No,25,No,Marketing,2.0,Low,1.0,0.0
454,460450,male,Yes,50,Yes,Executive,1.0,High,4.0,2.0
455,460453,female,No,42,Yes,Doctor,5.0,Low,1.0,0.0
456,460454,male,No,48,Yes,Artist,0.0,Low,1.0,0.0
457,460457,female,No,37,Yes,Entertainment,9.0,Low,1.0,0.0
458,460459,female,No,30,No,Engineer,1.0,Low,5.0,0.0
459,460460,male,Yes,26,No,Entertainment,2.0,Low,4.0,0.0
460,460467,female,Yes,47,Yes,Artist,8.0,Average,2.0,1.0
461,460470,male,No,36,No,Healthcare,6.0,Low,4.0,0.0
462,460476,male,Yes,53,Yes,Doctor,3.0,Average,4.0,1.0
463,460477,male,No,30,No,Entertainment,1.0,Low,6.0,0.0
464,460484,female,No,20,No,Healthcare,4.0,Low,7.0,0.0
465,460485,female,No,19,No,Marketing,8.0,Low,5.0,0.0
466,460489,male,No,19,No,Healthcare,9.0,Low,6.0,0.0
467,460492,female,No,37,No,Marketing,12.0,Low,1.0,0.0
468,460495,male,No,20,No,Healthcare,0.0,Low,6.0,0.0
469,460504,male,No,39,No,Executive,4.0,Average,3.0,1.0
470,460505,female,No,26,Yes,Engineer,1.0,Low,3.0,0.0
471,460507,male,No,31,Yes,Doctor,0.0,Low,4.0,0.0
472,460508,male,Yes,31,Yes,Healthcare,2.0,High,3.0,2.0
473,460518,female,Yes,41,Yes,Engineer,9.0,Average,3.0,1.0
474,460522,female,Yes,32,No,Homemaker,1.0,Average,2.0,1.0
475,460541,female,Yes,42,Yes,Homemaker,0.0,Average,3.0,1.0
476,460542,female,Yes,89,Yes,Lawyer,1.0,Low,0.0,0.0
477,460545,male,Yes,78,Yes,Lawyer,1.0,High,3.0,2.0
478,460546,female,Yes,65,Yes,Lawyer,1.0,Low,2.0,0.0
479,460547,female,Yes,48,Yes,Homemaker,0.0,Average,1.0,1.0
480,460549,male,No,36,Yes,Artist,8.0,Low,2.0,0.0
481,460550,female,Yes,55,Yes,Artist,0.0,Average,4.0,1.0
482,460551,male,Yes,52,Yes,Engineer,0.0,Average,2.0,1.0
483,460555,male,Yes,52,Yes,Homemaker,7.0,Average,3.0,1.0
484,460556,female,Yes,41,Yes,Homemaker,1.0,Low,1.0,0.0
485,460558,female,Yes,36,Yes,Engineer,5.0,Low,1.0,0.0
486,460561,female,No,37,No,Engineer,7.0,Low,1.0,0.0
487,460563,female,No,40,No,Healthcare,1.0,Low,2.0,0.0
488,460566,male,Yes,38,Yes,Homemaker,3.0,Average,2.0,1.0
489,460571,male,No,25,Yes,Doctor,0.0,Low,3.0,0.0
490,460572,female,No,33,Yes,Engineer,1.0,Low,4.0,0.0
491,460574,male,No,26,Yes,Artist,1.0,Low,1.0,0.0
492,460582,female,No,28,No,Entertainment,0.0,Low,1.0,0.0
493,460583,male,No,18,No,Marketing,0.0,Low,6.0,0.0
494,460585,male,No,52,No,Entertainment,0.0,Low,3.0,0.0
495,460586,male,No,26,Yes,Healthcare,0.0,Low,2.0,0.0
496,460588,male,No,18,No,Healthcare,0.0,Low,4.0,0.0
497,460597,female,No,20,No,Marketing,1.0,Low,2.0,0.0
498,460598,female,Yes,36,Yes,Doctor,0.0,Average,3.0,1.0
499,460605,male,Yes,27,Yes,Doctor,8.0,Average,2.0,1.0
500,460606,male,No,21,No,Healthcare,2.0,Low,5.0,0.0
501,460612,male,No,27,Yes,Entertainment,8.0,Low,4.0,0.0
502,460615,female,No,28,Yes,Healthcare,5.0,Low,1.0,0.0
503,460618,male,Yes,63,Yes,Lawyer,2.0,Low,4.0,0.0
504,460619,male,No,48,Yes,Entertainment,6.0,Low,2.0,0.0
505,460621,male,Yes,80,Yes,Lawyer,1.0,Low,2.0,0.0
506,460622,female,Yes,71,Yes,Lawyer,7.0,High,3.0,2.0
507,460626,male,Yes,47,Yes,Doctor,8.0,High,4.0,2.0
508,460627,female,No,22,No,Homemaker,1.0,Low,4.0,0.0
509,460633,male,Yes,35,Yes,no,1.0,High,2.0,2.0
510,460634,female,No,40,No,Entertainment,3.0,Low,6.0,0.0
511,460637,female,No,18,No,Healthcare,2.0,Low,1.0,0.0
512,460638,female,No,26,Yes,Artist,0.0,Low,4.0,0.0
513,460639,female,Yes,73,Yes,Lawyer,8.0,Low,5.0,0.0
514,460640,male,Yes,86,Yes,Lawyer,3.0,Low,1.0,0.0
515,460645,female,No,37,Yes,Doctor,1.0,Low,2.0,0.0
516,460646,male,Yes,59,Yes,Entertainment,2.0,Low,2.0,0.0
517,460653,female,No,28,No,Homemaker,8.0,Low,1.0,0.0
518,460656,female,Yes,29,Yes,Artist,9.0,Low,3.0,0.0
519,460658,female,Yes,37,Yes,Marketing,7.0,Average,3.0,1.0
520,460659,female,Yes,46,Yes,Marketing,5.0,Average,3.0,1.0
521,460660,male,No,39,Yes,Entertainment,6.0,Low,1.0,0.0
522,460661,female,No,33,No,Homemaker,8.0,Low,1.0,0.0
523,460668,female,No,32,Yes,Doctor,3.0,Low,2.0,0.0
524,460678,female,No,32,Yes,Doctor,6.0,Low,2.0,0.0
525,460686,female,No,25,No,Homemaker,8.0,Low,1.0,0.0
526,460687,female,Yes,48,Yes,Homemaker,9.0,Average,2.0,1.0
527,460691,female,No,27,No,Homemaker,8.0,Low,1.0,0.0
528,460702,female,No,49,Yes,Artist,1.0,Low,1.0,0.0
529,460703,female,Yes,33,Yes,Engineer,8.0,Average,5.0,1.0
530,460706,female,No,33,No,Engineer,7.0,Low,6.0,0.0
531,460708,male,Yes,39,Yes,Artist,0.0,Low,3.0,0.0
532,460716,male,Yes,50,Yes,Entertainment,0.0,Average,4.0,1.0
533,460719,female,Yes,84,Yes,Lawyer,0.0,Low,2.0,0.0
534,460720,female,Yes,46,Yes,Artist,0.0,Average,2.0,1.0
535,460722,male,Yes,31,No,Entertainment,0.0,Average,3.0,1.0
536,460726,male,Yes,57,Yes,Artist,3.0,Average,2.0,1.0
537,460727,male,Yes,73,No,Executive,1.0,High,4.0,2.0
538,460729,male,Yes,36,Yes,Entertainment,9.0,Low,4.0,0.0
539,460733,male,No,53,Yes,Marketing,2.0,Low,4.0,0.0
540,460734,male,Yes,41,Yes,Entertainment,9.0,Average,1.0,1.0
541,460738,female,No,53,No,Engineer,0.0,Low,3.0,0.0
542,460740,male,Yes,35,Yes,Artist,2.0,Average,3.0,1.0
543,460743,male,Yes,62,Yes,Artist,0.0,Average,3.0,1.0
544,460746,male,No,23,No,Marketing,0.0,Low,3.0,0.0
545,460763,male,No,51,Yes,Artist,1.0,Low,2.0,0.0
546,460769,female,Yes,83,Yes,Lawyer,1.0,High,2.0,2.0
547,460780,female,No,26,Yes,Healthcare,0.0,Low,2.0,0.0
548,460783,male,Yes,86,Yes,Lawyer,1.0,Low,1.0,0.0
549,460785,male,No,26,Yes,Healthcare,0.0,Low,4.0,0.0
550,460789,male,Yes,42,Yes,Executive,0.0,Low,3.0,0.0
551,460794,female,Yes,41,Yes,Homemaker,9.0,Low,1.0,0.0
552,460796,male,Yes,67,Yes,Lawyer,0.0,Low,3.0,0.0
553,460802,male,Yes,68,Yes,Lawyer,1.0,High,2.0,2.0
554,460811,female,Yes,45,No,Engineer,0.0,High,2.0,2.0
555,460813,female,Yes,86,Yes,Lawyer,0.0,High,2.0,2.0
556,460815,male,Yes,62,Yes,Artist,0.0,High,2.0,2.0
557,460822,male,Yes,42,Yes,Artist,1.0,Low,2.0,0.0
558,460825,male,No,26,Yes,Doctor,0.0,Low,3.0,0.0
559,460828,male,No,48,No,Entertainment,1.0,Low,1.0,0.0
560,460830,male,Yes,40,No,Entertainment,3.0,Average,5.0,1.0
561,460831,male,No,20,No,Healthcare,0.0,Low,4.0,0.0
562,460837,female,No,25,Yes,Artist,1.0,Low,1.0,0.0
563,460838,male,No,37,Yes,Artist,1.0,Low,2.0,0.0
564,460840,male,Yes,77,Yes,Lawyer,1.0,Low,1.0,0.0
565,460844,male,Yes,50,Yes,Healthcare,4.0,Low,2.0,0.0
566,460846,female,No,22,No,Marketing,0.0,Low,4.0,0.0
567,460847,male,No,26,Yes,Artist,1.0,Low,3.0,0.0
568,460851,male,Yes,71,Yes,Doctor,0.0,Average,3.0,1.0
569,460855,male,Yes,50,Yes,Artist,3.0,Low,2.0,0.0
570,460857,male,No,29,No,Entertainment,1.0,Low,1.0,0.0
571,460859,male,Yes,51,Yes,Entertainment,4.0,Low,4.0,0.0
572,460860,male,Yes,52,Yes,Artist,6.0,Average,4.0,1.0
573,460861,male,No,20,No,Healthcare,1.0,Low,3.0,0.0
574,460866,male,No,26,Yes,Doctor,0.0,Low,9.0,0.0
575,460870,male,No,37,Yes,Healthcare,7.0,Low,3.0,0.0
576,460871,female,No,33,Yes,Healthcare,8.0,Low,3.0,0.0
577,460872,female,Yes,39,Yes,Artist,0.0,Low,2.0,0.0
578,460877,female,Yes,53,No,Artist,1.0,Average,5.0,1.0
579,460878,male,Yes,49,No,Entertainment,0.0,Average,4.0,1.0
580,460882,male,No,21,No,Healthcare,0.0,Low,2.0,0.0
581,460888,male,Yes,39,No,Homemaker,8.0,Low,1.0,0.0
582,460891,female,Yes,38,No,Artist,2.0,Average,4.0,1.0
583,460897,male,No,22,No,Healthcare,4.0,Low,4.0,0.0
584,460898,male,Yes,52,No,Artist,2.0,Average,4.0,1.0
585,460899,male,No,40,Yes,Entertainment,1.0,Low,3.0,0.0
586,460901,male,No,20,Yes,Doctor,8.0,Low,3.0,0.0
587,460902,male,No,41,Yes,Executive,1.0,Low,3.0,0.0
588,460905,male,No,30,Yes,Artist,1.0,Low,1.0,0.0
589,460906,female,Yes,89,Yes,Lawyer,1.0,High,3.0,2.0
590,460907,male,Yes,83,Yes,Lawyer,1.0,High,3.0,2.0
591,460923,male,Yes,53,Yes,Artist,0.0,Average,3.0,1.0
592,460924,male,No,31,Yes,Doctor,1.0,Low,5.0,0.0
593,460928,male,Yes,48,Yes,Artist,1.0,Average,4.0,1.0
594,460934,female,No,29,Yes,Doctor,0.0,Low,2.0,0.0
595,460935,male,Yes,87,Yes,Lawyer,0.0,Low,1.0,0.0
596,460945,male,No,19,No,Engineer,4.0,Low,7.0,0.0
597,460953,male,Yes,60,No,Entertainment,1.0,Low,2.0,0.0
598,460961,male,No,23,No,Healthcare,1.0,Low,2.0,0.0
599,460962,male,Yes,61,Yes,Executive,9.0,High,4.0,2.0
600,460963,female,No,27,Yes,Artist,1.0,Low,3.0,0.0
601,460968,male,Yes,32,Yes,Doctor,14.0,Average,2.0,1.0
602,460975,male,Yes,79,Yes,Lawyer,0.0,High,2.0,2.0
603,460976,male,No,19,No,Healthcare,1.0,Low,4.0,0.0
604,460977,male,Yes,42,Yes,Executive,0.0,High,3.0,2.0
605,460979,male,Yes,76,Yes,Lawyer,1.0,Low,1.0,0.0
606,460981,female,Yes,41,No,Marketing,1.0,Average,2.0,1.0
607,460984,male,Yes,38,Yes,Entertainment,0.0,Average,4.0,1.0
608,460988,male,Yes,43,Yes,Entertainment,0.0,Average,3.0,1.0
609,460989,male,No,19,No,Healthcare,1.0,Low,3.0,0.0
610,460991,female,No,28,Yes,Healthcare,1.0,Low,3.0,0.0
611,460993,male,Yes,56,Yes,Artist,0.0,Average,4.0,1.0
612,460999,male,No,28,Yes,Engineer,0.0,Low,3.0,0.0
613,461000,male,Yes,60,No,Marketing,1.0,High,2.0,2.0
614,461001,female,No,55,Yes,Artist,0.0,Low,3.0,0.0
615,461015,male,Yes,35,Yes,Entertainment,1.0,Average,2.0,1.0
616,461016,male,No,25,No,Healthcare,5.0,Low,5.0,0.0
617,461022,male,Yes,71,Yes,Artist,1.0,Low,1.0,0.0
618,461023,male,Yes,65,Yes,Lawyer,1.0,High,2.0,2.0
619,461024,male,Yes,74,Yes,Lawyer,1.0,Low,1.0,0.0
620,461028,female,No,20,No,Healthcare,5.0,Low,4.0,0.0
621,461029,male,Yes,43,No,Entertainment,9.0,Low,2.0,0.0
622,461034,female,No,20,No,Marketing,3.0,Low,6.0,0.0
623,461037,male,Yes,40,Yes,Healthcare,4.0,High,5.0,2.0
624,461038,female,Yes,46,Yes,Engineer,0.0,High,5.0,2.0
625,461041,female,Yes,65,Yes,Lawyer,1.0,High,7.0,2.0
626,461042,male,No,21,No,Healthcare,0.0,Low,2.0,0.0
627,461043,male,Yes,50,No,Healthcare,1.0,Low,7.0,0.0
628,461044,male,No,18,No,Healthcare,0.0,Low,5.0,0.0
629,461049,female,Yes,61,Yes,Doctor,1.0,Low,7.0,0.0
630,461050,male,Yes,49,Yes,no,1.0,High,3.0,2.0
631,461053,male,Yes,39,No,Executive,3.0,High,4.0,2.0
632,461059,female,Yes,52,Yes,Lawyer,1.0,High,2.0,2.0
633,461060,male,Yes,56,Yes,Executive,0.0,High,5.0,2.0
634,461065,male,Yes,55,Yes,Executive,1.0,Low,6.0,0.0
635,461071,male,Yes,42,No,Engineer,1.0,Average,5.0,1.0
636,461078,female,No,33,No,Homemaker,0.0,Low,6.0,0.0
637,461082,male,No,19,No,Healthcare,8.0,Low,4.0,0.0
638,461085,female,No,27,No,Engineer,1.0,Low,1.0,0.0
639,461093,female,Yes,38,Yes,Artist,1.0,Average,4.0,1.0
640,461099,female,No,38,No,Artist,1.0,Low,4.0,0.0
641,461111,female,Yes,43,Yes,Doctor,8.0,Low,1.0,0.0
642,461114,male,Yes,53,Yes,Artist,1.0,Average,4.0,1.0
643,461116,male,Yes,33,No,Executive,4.0,High,4.0,2.0
644,461118,female,No,30,Yes,Healthcare,7.0,Low,4.0,0.0
645,461119,female,No,22,No,Healthcare,6.0,Low,3.0,0.0
646,461121,male,No,33,Yes,Doctor,0.0,Low,4.0,0.0
647,461124,male,No,21,No,Healthcare,1.0,Low,8.0,0.0
648,461127,male,No,20,No,Healthcare,1.0,Low,5.0,0.0
649,461128,male,No,19,No,Healthcare,7.0,Low,3.0,0.0
650,461129,female,Yes,58,Yes,Entertainment,1.0,Average,4.0,1.0
651,461131,male,Yes,67,Yes,Artist,1.0,High,3.0,2.0
652,461145,female,Yes,36,Yes,Entertainment,1.0,Low,2.0,0.0
653,461152,female,No,30,No,Homemaker,8.0,Low,0.0,0.0
654,461154,male,No,23,No,Homemaker,1.0,Low,4.0,0.0
655,461158,female,No,42,Yes,Entertainment,1.0,Low,3.0,0.0
656,461162,female,No,37,No,Marketing,8.0,Low,3.0,0.0
657,461163,female,Yes,58,No,Entertainment,9.0,Low,4.0,0.0
658,461168,female,Yes,26,No,Engineer,7.0,Average,2.0,1.0
659,461169,male,No,39,Yes,Entertainment,9.0,Low,2.0,0.0
660,461174,female,No,23,No,Marketing,1.0,Low,4.0,0.0
661,461177,male,Yes,41,No,Executive,8.0,Average,4.0,1.0
662,461178,male,Yes,26,No,Entertainment,0.0,Low,3.0,0.0
663,461179,female,Yes,25,No,Engineer,3.0,Low,3.0,0.0
664,461181,male,No,19,No,Healthcare,0.0,Low,4.0,0.0
665,461183,male,No,36,No,Executive,0.0,Low,5.0,0.0
666,461187,male,No,29,No,Healthcare,9.0,Low,4.0,0.0
667,461197,male,No,26,No,Marketing,1.0,Low,1.0,0.0
668,461198,female,No,78,Yes,Lawyer,6.0,Low,1.0,0.0
669,461201,female,No,55,Yes,Artist,5.0,Low,1.0,0.0
670,461205,male,No,26,Yes,Healthcare,2.0,Low,3.0,0.0
671,461211,female,No,46,Yes,Entertainment,0.0,Low,1.0,0.0
672,461214,male,No,29,No,Healthcare,0.0,Low,4.0,0.0
673,461215,female,No,36,Yes,Artist,10.0,Low,1.0,0.0
674,461218,male,Yes,27,No,Executive,1.0,Low,6.0,0.0
675,461220,female,No,29,No,Executive,8.0,Low,3.0,0.0
676,461221,female,No,25,No,Marketing,1.0,Low,4.0,0.0
677,461225,female,No,30,No,Marketing,10.0,Low,6.0,0.0
678,461226,male,Yes,45,Yes,Homemaker,1.0,Low,2.0,0.0
679,461230,female,No,21,No,Executive,0.0,Low,1.0,0.0
680,461232,female,Yes,41,Yes,Executive,4.0,High,2.0,2.0
681,461233,male,Yes,38,Yes,Entertainment,2.0,Low,3.0,0.0
682,461236,female,No,28,Yes,Healthcare,9.0,Low,1.0,0.0
683,461237,male,No,33,Yes,Doctor,1.0,Low,5.0,0.0
684,461241,male,Yes,31,Yes,Healthcare,7.0,Low,2.0,0.0
685,461242,male,Yes,45,Yes,Healthcare,0.0,Low,2.0,0.0
686,461243,male,Yes,47,Yes,Marketing,0.0,Low,5.0,0.0
687,461248,female,No,39,No,Healthcare,0.0,Low,1.0,0.0
688,461251,female,No,47,Yes,Marketing,1.0,Low,3.0,0.0
689,461252,female,Yes,53,Yes,Doctor,0.0,Low,1.0,0.0
690,461256,male,No,27,Yes,Doctor,1.0,Low,4.0,0.0
691,461257,male,Yes,37,Yes,Engineer,1.0,Average,2.0,1.0
692,461258,female,Yes,62,Yes,Artist,1.0,Average,3.0,1.0
693,461262,female,No,29,No,Engineer,0.0,Low,7.0,0.0
694,461263,female,Yes,51,Yes,Artist,0.0,Low,1.0,0.0
695,461265,male,No,30,No,Marketing,1.0,Low,6.0,0.0
696,461269,male,No,18,No,Entertainment,0.0,Low,4.0,0.0
697,461274,female,Yes,87,Yes,Lawyer,0.0,High,2.0,2.0
698,461276,male,Yes,68,Yes,Marketing,0.0,Low,2.0,0.0
699,461277,male,Yes,84,Yes,Lawyer,5.0,Low,1.0,0.0
700,461281,male,No,22,No,Healthcare,2.0,Low,9.0,0.0
701,461286,female,No,22,Yes,Doctor,2.0,Low,4.0,0.0
702,461289,male,No,21,No,Healthcare,1.0,Low,3.0,0.0
703,461292,female,Yes,89,Yes,Lawyer,0.0,High,2.0,2.0
704,461297,male,Yes,73,Yes,Lawyer,0.0,High,2.0,2.0
705,461299,female,Yes,75,Yes,Lawyer,0.0,High,2.0,2.0
706,461303,female,No,20,Yes,Doctor,6.0,Low,4.0,0.0
707,461308,male,No,22,No,Healthcare,1.0,Low,2.0,0.0
708,461309,female,No,22,No,Healthcare,0.0,Low,4.0,0.0
709,461313,male,Yes,63,Yes,Artist,0.0,Average,0.0,1.0
710,461314,male,Yes,46,Yes,Artist,1.0,Average,3.0,1.0
711,461319,male,Yes,58,No,Artist,0.0,Average,2.0,1.0
712,461320,female,No,41,Yes,Artist,1.0,Low,3.0,0.0
713,461322,male,Yes,42,Yes,Artist,0.0,Average,2.0,1.0
714,461323,female,Yes,43,Yes,Healthcare,6.0,Average,2.0,1.0
715,461324,female,No,49,Yes,Artist,3.0,Low,1.0,0.0
716,461326,female,No,40,Yes,Artist,0.0,Low,1.0,0.0
717,461335,male,Yes,53,No,Executive,8.0,High,2.0,2.0
718,461340,male,Yes,36,Yes,Artist,4.0,Average,2.0,1.0
719,461346,male,Yes,50,Yes,Artist,8.0,Low,2.0,0.0
720,461348,male,Yes,42,Yes,Healthcare,1.0,Low,1.0,0.0
721,461350,male,No,30,No,Healthcare,0.0,Low,4.0,0.0
722,461352,male,No,29,No,Healthcare,2.0,Low,5.0,0.0
723,461356,male,No,28,Yes,Entertainment,1.0,Low,2.0,0.0
724,461357,male,No,27,Yes,Healthcare,1.0,Low,4.0,0.0
725,461363,male,No,49,Yes,Artist,0.0,Low,1.0,0.0
726,461366,male,No,32,Yes,Healthcare,1.0,Low,1.0,0.0
727,461370,male,No,25,Yes,Doctor,1.0,Low,3.0,0.0
728,461377,female,Yes,63,Yes,Artist,1.0,Low,1.0,0.0
729,461378,female,No,42,Yes,Artist,8.0,Low,1.0,0.0
730,461379,male,No,31,Yes,Healthcare,1.0,Low,3.0,0.0
731,461383,male,Yes,71,Yes,Artist,0.0,High,2.0,2.0
732,461388,male,No,20,No,Healthcare,5.0,Low,5.0,0.0
733,461397,male,No,22,No,Healthcare,1.0,Low,4.0,0.0
734,461402,female,No,29,Yes,Entertainment,1.0,Low,5.0,0.0
735,461408,male,Yes,47,Yes,Marketing,0.0,Low,3.0,0.0
736,461421,male,Yes,43,Yes,Artist,3.0,Average,3.0,1.0
737,461423,male,No,32,Yes,Artist,1.0,Low,3.0,0.0
738,461426,male,Yes,47,Yes,Artist,7.0,Average,2.0,1.0
739,461428,male,No,46,Yes,Artist,0.0,Low,1.0,0.0
740,461432,female,Yes,41,Yes,Artist,1.0,Average,2.0,1.0
741,461437,male,Yes,37,Yes,Entertainment,0.0,Average,2.0,1.0
742,461439,male,Yes,40,Yes,Artist,0.0,Average,2.0,1.0
743,461441,male,Yes,60,Yes,Artist,0.0,Average,4.0,1.0
744,461442,male,Yes,46,Yes,Artist,0.0,Average,6.0,1.0
745,461454,female,Yes,36,Yes,Artist,6.0,High,4.0,2.0
746,461456,female,No,38,No,Marketing,0.0,Low,1.0,0.0
747,461457,female,Yes,32,Yes,Doctor,0.0,Low,5.0,0.0
748,461458,female,No,41,Yes,Artist,5.0,Low,1.0,0.0
749,461462,male,Yes,56,Yes,Marketing,0.0,Low,3.0,0.0
750,461465,male,Yes,31,Yes,Artist,8.0,Average,2.0,1.0
751,461466,male,Yes,45,No,Artist,0.0,Low,2.0,0.0
752,461468,male,Yes,69,Yes,Entertainment,7.0,Average,3.0,1.0
753,461469,male,Yes,37,Yes,Artist,0.0,Low,2.0,0.0
754,461476,male,Yes,47,Yes,Artist,1.0,Average,4.0,1.0
755,461479,female,Yes,52,Yes,Artist,1.0,Average,3.0,1.0
756,461480,female,Yes,57,Yes,Artist,1.0,High,3.0,2.0
757,461482,female,No,50,Yes,Artist,9.0,Low,1.0,0.0
758,461494,male,Yes,27,No,Engineer,0.0,Average,2.0,1.0
759,461501,female,Yes,45,Yes,Engineer,1.0,High,3.0,2.0
760,461503,female,No,30,Yes,Artist,8.0,Low,2.0,0.0
761,461510,male,Yes,45,Yes,Artist,0.0,Low,2.0,0.0
762,461514,male,No,30,No,Healthcare,1.0,Low,4.0,0.0
763,461516,male,Yes,31,Yes,Entertainment,1.0,Average,3.0,1.0
764,461518,female,Yes,45,Yes,Artist,1.0,Average,4.0,1.0
765,461521,male,Yes,67,Yes,Artist,0.0,High,2.0,2.0
766,461522,male,Yes,76,No,Executive,1.0,High,2.0,2.0
767,461525,male,Yes,69,Yes,Entertainment,0.0,Low,2.0,0.0
768,461526,male,Yes,83,No,Entertainment,0.0,Low,2.0,0.0
769,461530,male,Yes,38,Yes,Engineer,0.0,Low,2.0,0.0
770,461534,male,Yes,36,Yes,Artist,0.0,Low,1.0,0.0
771,461540,male,No,41,Yes,Homemaker,2.0,Low,2.0,0.0
772,461546,female,Yes,69,Yes,Lawyer,0.0,Low,3.0,0.0
773,461548,female,No,33,Yes,Engineer,0.0,Low,3.0,0.0
774,461553,male,No,38,Yes,Artist,1.0,Low,3.0,0.0
775,461556,female,Yes,48,Yes,Engineer,1.0,Average,2.0,1.0
776,461558,male,Yes,51,Yes,Engineer,2.0,Average,2.0,1.0
777,461564,male,Yes,56,Yes,Executive,1.0,High,2.0,2.0
778,461570,male,Yes,57,Yes,Artist,0.0,Average,3.0,1.0
779,461574,female,Yes,49,Yes,Artist,1.0,Average,3.0,1.0
780,461587,male,No,30,Yes,Healthcare,0.0,Low,3.0,0.0
781,461593,female,Yes,40,Yes,Doctor,8.0,Average,2.0,1.0
782,461602,female,No,30,Yes,Artist,0.0,Low,1.0,0.0
783,461604,male,Yes,38,No,Entertainment,0.0,Average,2.0,1.0
784,461612,female,No,31,Yes,Healthcare,8.0,Low,5.0,0.0
